"","Gene","Marker_ID","Gene_ID","b1","b1_p","bonf_p","eChr","ePos","Probe","mChr","mPos","strand","dist"
"64255","BATF",110018,5115,-4.772,6.11e-10,0.000551206929,14,75988783,"cg21531300",14,75988800,1,17
"64257","BATF",110019,5115,-4.062,5.18e-10,0.000467308002,14,75988783,"cg14424070",14,75988820,1,37
"65002","BBS5",205892,9826,-5.161,2.01e-08,0.0181329939,2,170336005,"cg10006582",2,170335841,1,-164
"65546","BCAT2",185245,8784,-1.939,7.36e-09,0.00663974304,19,49298318,"cg04396998",19,49376722,-1,-78404
"66995","BCL9L",73309,3443,-2.099,1.61e-09,0.00145244379,11,118766850,"cg17260706",11,118782879,-1,-16029
"67051","BCO2",72220,3388,-4.729,1.96e-12,1.76819244e-06,11,112046207,"cg01685893",11,112048262,1,2055
"67052","BCO2",72219,3388,-4.67,1.06e-15,9.5626734e-10,11,112046207,"cg26581504",11,112046963,1,756
"68264","BICD1",80325,3812,-6.677,2.14e-11,1.93057746e-05,12,32260184,"cg07409680",12,32260442,1,258
"68422","BIN2",82223,3920,-7.189,8.22e-10,0.000741558258,12,51674821,"cg06380123",12,51717978,-1,-43157
"68425","BIN2",82224,3920,-6.511,9.52e-10,0.000858836328,12,51674821,"cg07119472",12,51718011,-1,-43190
"68427","BIN2",82228,3920,-10.287,3.58e-10,0.000322965762,12,51674821,"cg20306694",12,51718251,-1,-43430
"68430","BIN2",82225,3920,-6.615,6.26e-10,0.000564739014,12,51674821,"cg14556909",12,51718088,-1,-43267
"68435","BIN2",82227,3920,-5.836,1.46e-09,0.00131712294,12,51674821,"cg08075204",12,51718112,-1,-43291
"68443","BIN2",82222,3920,-8.161,9.62e-11,8.67857718e-05,12,51674821,"cg18610205",12,51717960,-1,-43139
"68446","BIN2",82226,3920,-6.231,1.61e-11,1.45244379e-05,12,51674821,"cg24749672",12,51718108,-1,-43287
"70739","BOLL",208477,9949,-3.06,8.14e-09,0.00734341146,2,198591602,"cg06734510",2,198673750,-1,-82148
"72073","BREA2",348598,15967,4.757,1.12e-08,0.0101039568,8,144779284,"cg21206652",8,144790187,1,10903
"72167","BREA2",348653,15967,-2.958,1.19e-08,0.0107354541,8,144779284,"cg26881677",8,144821641,1,42357
"73043","BRSK1",187782,8998,5.165,5.9e-09,0.0053226201,19,55795533,"cg01297627",19,55874586,1,79053
"73740","BST2",177975,8277,-2.791,3.02e-09,0.00272445978,19,17513747,"cg12090003",19,17516282,-1,-2535
"74721","BTD",235004,11348,-6.394,1.5e-12,1.3532085e-06,3,15643251,"cg24239808",3,15641908,1,-1343
"75101","BTN1A1",289182,13848,-6.557,5.89e-09,0.00531359871,6,26501494,"cg21579726",6,26600049,1,98555
"76765","C10orf35",42777,2071,-5.584,8.45e-12,7.62307455e-06,10,71390002,"cg23193759",10,71389896,1,-106
"77868","C11orf21",56289,2543,4.232,3.4e-08,0.030672726,11,2317506,"cg18409302",11,2397303,-1,-79797
"78362","C11orf53",71936,3367,-5.624,2.34e-09,0.00211100526,11,111126706,"cg18246298",11,111154934,1,28228
"78363","C11orf53",71938,3367,-4.269,1.59e-10,0.000143440101,11,111126706,"cg03554573",11,111155021,1,28315
"78888","C11orf80",66601,3109,-2.91,7e-09,0.006314973,11,66512206,"cg04883026",11,66487938,1,-24268
"78938","C11orf84",64452,2993,-5.405,2.12e-08,0.0191253468,11,63580845,"cg02435734",11,63581814,1,969
"78998","C11orf84",64450,2993,-3.884,7.51e-09,0.00677506389,11,63580845,"cg13139203",11,63581631,1,786
"81405","C15orf52",117591,5359,-3.271,2.1e-14,1.8944919e-08,15,40623652,"cg12732548",15,40631573,-1,-7921
"82137","C16orf54",133477,6137,-8.841,1.03e-12,9.2920317e-07,16,29753785,"cg08480068",16,29674959,-1,78826
"82138","C16orf54",133473,6137,-5.91,9.82e-09,0.00885900498,16,29753785,"cg02914427",16,29674184,-1,79601
"82139","C16orf54",133478,6137,-9.507,9.88e-14,8.91313332e-08,16,29753785,"cg26769927",16,29674972,-1,78813
"82142","C16orf54",133502,6137,-7.71,4.08e-14,3.68072712e-08,16,29753785,"cg09897970",16,29757344,-1,-3559
"82143","C16orf54",133479,6137,-9.018,1.22e-08,0.0110060958,16,29753785,"cg26691434",16,29675160,-1,78625
"82144","C16orf54",133499,6137,-6.596,5.73e-11,5.16925647e-05,16,29753785,"cg09638208",16,29757318,-1,-3533
"82145","C16orf54",133498,6137,-7.494,1.42e-13,1.28103738e-07,16,29753785,"cg07641284",16,29756951,-1,-3166
"82146","C16orf54",133500,6137,-7.384,2.04e-10,0.000184036356,16,29753785,"cg23093496",16,29757323,-1,-3538
"82147","C16orf54",133503,6137,-7.047,3.44e-09,0.00310335816,16,29753785,"cg03750478",16,29757375,-1,-3590
"82263","C16orf59",129604,5914,-101.165,4.21e-08,0.0379800519,16,2510114,"cg06689536",16,2480094,1,-30020
"82327","C16orf70",137085,6331,10.588,1.18e-10,0.000106452402,16,67143914,"cg05178604",16,67193015,1,49101
"83334","C16orf93",134165,6181,3.418,1.92e-09,0.00173210688,16,30768743,"cg09373102",16,30856600,-1,-87857
"84555","C17orf67",156708,7300,-2.735,5.09e-08,0.0459188751,17,54869273,"cg13675837",17,54910204,-1,-40931
"85053","C17orf77",159322,7443,-3.973,5.52e-08,0.0497980728,17,72581056,"cg17677397",17,72543519,1,-37537
"85194","C17orf82",157605,7349,-2.529,1.08e-08,0.0097431012,17,59489111,"cg00080125",17,59490613,1,1502
"88976","C1orf106",28734,1499,-4.979,1.29e-13,1.16375931e-07,1,200860626,"cg16257559",1,200864223,1,3597
"89421","C1orf146",18468,783,14.092,5.39e-09,0.00486252921,1,92683572,"cg16118549",1,92764431,1,80859
"90162","C1orf198",33562,1725,-2.306,1.06e-08,0.0095626734,1,230972864,"cg10232893",1,230961405,-1,11459
"92025","C1QL2",202470,9672,-23.203,1.85e-11,1.66895715e-05,2,119913818,"cg20969643",2,120002986,-1,-89168
"92028","C1QL2",202472,9672,-6.943,3.55e-09,0.00320259345,2,119913818,"cg24208886",2,120005391,-1,-91573
"92035","C1QL2",202475,9672,-6.588,8.12e-09,0.00732536868,2,119913818,"cg10460001",2,120005755,-1,-91937
"92039","C1QL2",202471,9672,-11.863,9.26e-11,8.35380714e-05,2,119913818,"cg00434885",2,120005223,-1,-91405
"92041","C1QL2",202473,9672,-7.381,1.33e-08,0.0119984487,2,119913818,"cg03960874",2,120005515,-1,-91697
"92864","C1R",78132,3637,-4.859,2.11e-10,0.000190351329,12,7187514,"cg05592114",12,7244104,-1,-56590
"92870","C1R",78163,3637,-4.692,1.17e-09,0.00105550263,12,7187514,"cg00294025",12,7276360,-1,-88846
"92871","C1R",78130,3637,-8.348,3.18e-08,0.0286880202,12,7187514,"cg11729019",12,7188330,-1,-816
"92896","C1RL",78130,3638,-4.725,1.55e-08,0.0139831545,12,7247145,"cg11729019",12,7188330,-1,58815
"92904","C1RL",78132,3638,-2.624,1.6e-09,0.0014434224,12,7247145,"cg05592114",12,7244104,-1,3041
"92958","C1RL",78163,3638,-2.647,5.56e-10,0.000501589284,12,7247145,"cg00294025",12,7276360,-1,-29215
"92973","C1S",78130,3636,-8.986,4.49e-08,0.0405060411,12,7167979,"cg11729019",12,7188330,1,20351
"92974","C1S",78123,3636,-4.398,4.6e-10,0.00041498394,12,7167979,"cg13053396",12,7168545,1,566
"92975","C1S",78124,3636,-4.265,1.13e-08,0.0101941707,12,7167979,"cg20378628",12,7169154,1,1175
"92976","C1S",78132,3636,-5.498,7.9e-12,7.1268981e-06,12,7167979,"cg05592114",12,7244104,1,76125
"92977","C2",295136,13982,-8.682,9.65e-14,8.70564135e-08,6,31895253,"cg11634875",6,31922863,1,27610
"94686","C2CD3",69121,3203,1.354,3.24e-09,0.00292293036,11,73745476,"cg25941075",11,73729854,-1,15622
"95377","C2orf71",193675,9248,-5.018,8.09e-13,7.29830451e-07,2,29284555,"cg15377152",2,29344035,-1,-59480
"95693","C3orf14",240906,11677,-4.568,2.26e-10,0.000203883414,3,62304717,"cg11120913",3,62304470,1,-247
"95694","C3orf14",240908,11677,-6.059,4.15e-09,0.00374387685,3,62304717,"cg01384143",3,62304554,1,-163
"95695","C3orf14",240909,11677,-7.495,5.51e-08,0.0497078589,3,62304717,"cg02221302",3,62304629,1,-88
"95696","C3orf14",240910,11677,-3.688,4.22e-08,0.0380702658,3,62304717,"cg01832005",3,62304779,1,62
"96199","C4A",295294,13985,-4.154,5.08e-08,0.0458286612,6,31949833,"cg03661299",6,31947216,1,-2617
"96785","C5orf28",271642,13020,-1.797,4.25e-11,3.83409075e-05,5,43444353,"cg01983248",5,43482804,-1,-38451
"97720","C6orf132",300526,14127,-5.972,2.66e-09,0.00239968974,6,42068856,"cg02134976",6,42110740,-1,-41884
"98406","C6orf15",293148,13940,-18.461,7.92e-12,7.14494088e-06,6,31078999,"cg16150435",6,31080529,-1,-1530
"104234","C9orf57",351316,16218,-8.745,2.61e-14,2.35458279e-08,9,74666296,"cg18286698",9,74763873,-1,-97577
"104587","CA6",4906,102,-5.836,5.49e-10,0.000495274311,1,9005892,"cg06962067",1,9005910,1,18
"104594","CA6",4904,102,-3.714,7.35e-12,6.63072165e-06,1,9005892,"cg00594907",1,9005719,1,-173
"104598","CA6",4905,102,-3.604,2.29e-11,2.06589831e-05,1,9005892,"cg02981703",1,9005734,1,-158
"104608","CA6",4921,102,-5.589,3.29e-08,0.0296803731,1,9005892,"cg07343511",1,9078477,1,72585
"105195","CABP4",67019,3131,-6.41,4.39e-11,3.96039021e-05,11,67222817,"cg13187188",11,67219859,1,-2958
"105196","CABP4",67021,3131,-6.23,1.5e-11,1.3532085e-05,11,67222817,"cg12145564",11,67220263,1,-2554
"105197","CABP4",67017,3131,-8.195,2.08e-09,0.00187644912,11,67222817,"cg20022862",11,67219498,1,-3319
"105198","CABP4",67020,3131,-5.994,3.48e-10,0.000313944372,11,67222817,"cg00587613",11,67220223,1,-2594
"105510","CACNA1H",128135,5859,7.011,1.62e-08,0.0146146518,16,1203240,"cg08276524",16,1169376,1,-33864
"105644","CACNA1H",128263,5859,7.871,1.23e-09,0.00110963097,16,1203240,"cg01055633",16,1240831,1,37591
"105669","CACNA1H",128288,5859,5.23,3.13e-09,0.00282369507,16,1203240,"cg26486441",16,1255459,1,52219
"105674","CACNA1H",128293,5859,5.68,4.25e-09,0.00383409075,16,1203240,"cg26744056",16,1258684,1,55444
"105755","CACNA2D2",239309,11590,-129.403,3.02e-12,2.72445978e-06,3,50400043,"cg15597540",3,50387202,-1,12841
"105759","CACNA2D2",239179,11590,-13.133,2.4e-15,2.1651336e-09,3,50400043,"cg24342610",3,50331002,-1,69041
"105892","CACNG2",229645,11071,-6.663,1.37e-31,1.23593043e-25,22,36956915,"cg06533430",22,36894231,-1,62684
"107287","CALM2",195536,9326,-1.25,5.6e-10,0.00050519784,2,47387220,"cg03034696",2,47400023,-1,-12803
"107361","CALML3",37198,1836,-9.913,6.02e-12,5.43087678e-06,10,5566851,"cg02831294",10,5566862,1,11
"107362","CALML3",37197,1836,-8.771,3.72e-13,3.35595708e-07,10,5566851,"cg11736657",10,5566849,1,-2
"107412","CALML5",37169,1835,-111.808,3.17e-12,2.85978063e-06,10,5540657,"cg13728376",10,5523245,-1,17412
"109291","CANT1",161372,7531,-2.224,1.34e-08,0.0120886626,17,76987797,"cg11342615",17,76920454,-1,67343
"109352","CANT1",161422,7531,-1.664,1.76e-09,0.00158776464,17,76987797,"cg16325482",17,76989499,-1,-1702
"109777","CAPN10",214523,10214,2.281,3.4e-08,0.030672726,2,241526132,"cg01712700",2,241535695,1,9563
"110384","CAPS",173637,7999,-3.802,1.62e-08,0.0146146518,19,5914192,"cg00876266",19,5915133,1,941
"110672","CARD10",229877,11087,-2.104,6.32e-09,0.00570151848,22,37886399,"cg15168995",22,37914206,-1,-27807
"110718","CARD11",315193,14645,7.535,7.57e-09,0.00682919223,7,2945709,"cg21516162",7,2953889,-1,-8180
"110719","CARD11",315200,14645,6.828,5.36e-10,0.000483546504,7,2945709,"cg11192141",7,2962304,-1,-16595
"110720","CARD11",315201,14645,7.252,1.47e-08,0.0132614433,7,2945709,"cg25106791",7,2962373,-1,-16664
"110786","CARD6",271340,13006,-2.121,1.87e-10,0.000168699993,5,40841409,"cg16250754",5,40841579,1,170
"110788","CARD6",271341,13006,-2.104,2.91e-10,0.000262522449,5,40841409,"cg05981038",5,40841590,1,181
"112919","CAT",60867,2772,-6.457,4.1e-12,3.6987699e-06,11,34460471,"cg04389533",11,34448185,1,-12286
"113495","CBFA2T3",142172,6528,6.001,1.24e-09,0.00111865236,16,88941262,"cg20283771",16,88943542,-1,-2280
"113654","CBLC",183496,8670,-30.793,6.11e-09,0.00551206929,19,45281125,"cg02863842",19,45349685,1,68560
"114033","CBX1",155007,7228,2.551,3.64e-10,0.000328378596,17,46147413,"cg05009662",17,46136650,-1,10763
"114814","CC2D1A",176826,8203,1.185,5.25e-08,0.0473622975,19,14016955,"cg11802027",19,14049442,1,32487
"115211","CCDC103",154202,7184,7.241,2.75e-09,0.00248088225,17,42977079,"cg20668546",17,42989323,1,12244
"116280","CCDC127",267192,12896,-18.948,3.6e-08,0.032477004,5,204874,"cg16372103",5,203701,-1,1173
"118439","CCDC24",13644,529,3.304,3.97e-08,0.0358149183,1,44457279,"cg03936071",1,44443853,1,-13426
"120417","CCDC74B",203547,9710,5.028,1.03e-11,9.2920317e-06,2,130896855,"cg08566455",2,130971164,-1,-74309
"120462","CCDC78",127358,5847,5.876,1.31e-10,0.000118180209,16,772581,"cg26920007",16,679347,-1,93234
"120463","CCDC78",127360,5847,5.084,1.2e-08,0.010825668,16,772581,"cg27313492",16,679543,-1,93038
"120464","CCDC78",127617,5847,10.245,2.51e-08,0.0226436889,16,772581,"cg09551544",16,796782,-1,-24201
"120465","CCDC78",127361,5847,6.079,1.64e-08,0.0147950796,16,772581,"cg10478221",16,679917,-1,92664
"120466","CCDC78",127362,5847,4.734,9.06e-09,0.00817337934,16,772581,"cg03352717",16,679927,-1,92654
"120467","CCDC78",127359,5847,4.988,6.27e-11,5.65641153e-05,16,772581,"cg10359913",16,679475,-1,93106
"120603","CCDC83",70274,3264,2.255,3.74e-30,3.37399986e-24,11,85566143,"cg02869963",11,85522435,1,-43708
"120604","CCDC83",70275,3264,2.02,3.71e-08,0.0334693569,11,85566143,"cg14603352",11,85522525,1,-43618
"121634","CCDC88C",111325,5160,-3.213,1.25e-08,0.0112767375,14,91737666,"cg21890646",14,91816120,-1,-78454
"122683","CCL23",150937,6970,-4.038,1.73e-09,0.00156070047,17,34340095,"cg10190509",17,34308137,-1,31958
"123433","CCNF",129590,5913,-11.248,5.63e-09,0.00507904257,16,2479394,"cg02331561",16,2391081,1,-88313
"124437","CCR7",152320,7049,24.775,6.07e-10,0.000547598373,17,38710021,"cg27016929",17,38655903,-1,54118
"125254","CD14",279229,13384,-7.222,3.58e-12,3.22965762e-06,5,140011312,"cg09824255",5,140014002,-1,-2690
"125255","CD14",279202,13384,-7.529,3.55e-13,3.20259345e-07,5,140011312,"cg03233464",5,139938009,-1,73303
"125256","CD14",279275,13384,7.613,3.31e-08,0.0298608009,5,140011312,"cg26273129",5,140070306,-1,-58994
"125635","CD2",21062,937,-10.508,1.55e-10,0.000139831545,1,117297085,"cg11258381",1,117350694,1,53609
"125705","CD247",26287,1350,-9.516,1.5e-11,1.3532085e-05,1,167399876,"cg09032544",1,167487295,-1,-87419
"125706","CD247",26289,1350,-7.646,1.91e-09,0.00172308549,1,167399876,"cg07786657",1,167487633,-1,-87757
"125916","CD27",77623,3600,-9.009,3.12e-10,0.000281467368,12,6554050,"cg03724640",12,6553145,1,-905
"125917","CD27",77618,3600,25.738,7.57e-09,0.00682919223,12,6554050,"cg14947547",12,6493495,1,-60555
"125918","CD27",77619,3600,11.794,1.55e-14,1.39831545e-08,12,6554050,"cg26306994",12,6493521,1,-60529
"125919","CD27",77641,3600,-9.485,1.94e-09,0.00175014966,12,6554050,"cg17092523",12,6571600,1,17550
"125983","CD28",209138,9986,-16.868,5.44e-08,0.0490763616,2,204571197,"cg07930752",2,204569955,1,-1242
"126304","CD300LF",159372,7446,4.241,2.31e-08,0.0208394109,17,72690446,"cg05991401",17,72741152,-1,-50706
"126380","CD302",205256,9790,-4.083,2.55e-10,0.000230045445,2,160625138,"cg08347373",2,160653686,-1,-28548
"126596","CD37",185470,8811,-5.615,3.22e-11,2.90488758e-05,19,49838676,"cg15046675",19,49838777,1,101
"126598","CD37",185469,8811,-7.427,1.82e-10,0.000164189298,19,49838676,"cg10037005",19,49838478,1,-198
"126603","CD37",185485,8811,32.879,2.36e-11,2.12904804e-05,19,49838676,"cg25296343",19,49864882,1,26206
"126613","CD3E",73121,3430,-21.247,9.62e-09,0.00867857718,11,118175294,"cg24612198",11,118175631,1,337
"126616","CD3E",73116,3430,8.806,1.71e-11,1.54265769e-05,11,118175294,"cg15376097",11,118135270,1,-40024
"126618","CD3E",73115,3430,17.832,3.42e-10,0.000308531538,11,118175294,"cg07315693",11,118135203,1,-40091
"126788","CD3G",73134,3432,-9.194,3.43e-11,3.09433677e-05,11,118215058,"cg15880738",11,118215112,1,54
"126816","CD4",77932,3619,4.914,6.2e-10,0.00055932618,12,6898637,"cg10124440",12,6960295,1,61658
"126995","CD40",220405,10557,-2.654,6.52e-09,0.00588194628,20,44746892,"cg19785066",20,44746655,1,-237
"126999","CD40",220406,10557,-3.267,8.61e-09,0.00776741679,20,44746892,"cg17929951",20,44746681,1,-211
"127143","CD52",9375,310,-5.958,1.86e-09,0.00167797854,1,26644410,"cg19743891",1,26644573,1,163
"127145","CD52",9374,310,-6.356,2.54e-08,0.0229143306,1,26644410,"cg16068833",1,26644515,1,105
"127146","CD52",9357,310,-7.192,9.45e-09,0.00852521355,1,26644410,"cg01905489",1,26616534,1,-27876
"127148","CD52",9397,310,10.213,6.83e-13,6.16160937e-07,1,26644410,"cg01943692",1,26685715,1,41305
"127150","CD52",9377,310,-6.624,5.69e-09,0.00513317091,1,26644410,"cg19677267",1,26645161,1,751
"127151","CD52",9341,310,5.241,3.04e-09,0.00274250256,1,26644410,"cg21646082",1,26603970,1,-40440
"127300","CD6",63427,2920,6.544,3.06e-09,0.00276054534,11,60739112,"cg01877352",11,60775233,1,36121
"127595","CD7",164261,7590,-8.151,6.14e-10,0.000553913346,17,80272745,"cg25490145",17,80358850,-1,-86105
"127613","CD7",164260,7590,-8.469,3.75e-10,0.000338302125,17,80272745,"cg11252953",17,80358829,-1,-86084
"127619","CD72",350831,16146,-8.502,5.42e-10,0.000488959338,9,35609975,"cg15518883",9,35650561,-1,-40586
"127631","CD72",350829,16146,-8.106,1.16e-09,0.00104648124,9,35609975,"cg13832290",9,35649906,-1,-39931
"127654","CD72",350830,16146,-8.194,2.89e-09,0.00260718171,9,35609975,"cg13876315",9,35650526,-1,-40551
"128200","CDA",7871,238,-4.447,6.62e-11,5.97216018e-05,1,20915443,"cg04087271",1,20915334,1,-109
"128428","CDC20",13363,517,-6.323,1.36e-11,1.22690904e-05,1,43824625,"cg04355435",1,43736290,1,-88335
"129269","CDC42BPG",65200,3026,-3.861,1.76e-11,1.58776464e-05,11,64591661,"cg08145798",11,64610635,-1,-18974
"129270","CDC42BPG",65224,3026,4.23,3.93e-09,0.00354540627,11,64591661,"cg11321083",11,64638190,-1,-46529
"129271","CDC42BPG",65205,3026,-6.692,2.07e-09,0.00186742773,11,64591661,"cg08028295",11,64612633,-1,-20972
"129272","CDC42BPG",65226,3026,5.766,3.59e-10,0.000323867901,11,64591661,"cg18518074",11,64642316,-1,-50655
"129274","CDC42BPG",65201,3026,-5.111,9.75e-12,8.79585525e-06,11,64591661,"cg02933228",11,64611087,-1,-19426
"129822","CDC6",152227,7043,-13.51,4.7e-09,0.0042400533,17,38444145,"cg00442282",17,38471064,1,26919
"130029","CDCA5",65455,3037,9.804,2.79e-10,0.000251696781,11,64844926,"cg24027742",11,64895147,-1,-50221
"130494","CDK1",42022,2032,-15.244,9.72e-10,0.000876879108,10,62538211,"cg02169487",10,62493065,1,-45146
"132652","CDKN1B",78852,3724,-1.254,1.72e-09,0.00155167908,12,12870203,"cg12751042",12,12874288,1,4085
"133479","CDT1",142133,6523,11.012,1.96e-08,0.0176819244,16,88870185,"cg06062279",16,88920653,1,50468
"133480","CDT1",142068,6523,4.797,1.03e-09,0.00092920317,16,88870185,"cg07766916",16,88853845,1,-16340
"133589","CEACAM16",183435,8668,-5.001,2.74e-12,2.47186086e-06,19,45202420,"cg05934824",19,45209722,1,7302
"135806","CENPL",26915,1396,-1.823,8.46e-09,0.00763209594,1,173768687,"cg16290996",1,173835989,-1,-67302
"135813","CENPL",26916,1396,-2.528,2.72e-10,0.000245381808,1,173768687,"cg17025683",1,173836220,-1,-67533
"136384","CEP55",45764,2209,9.326,1.21e-10,0.000109158819,10,95256388,"cg20633956",10,95353748,1,97360
"137006","CES2",137009,6328,-3.983,1.41e-13,1.27201599e-07,16,66968346,"cg09203199",16,66970577,1,2231
"138249","CHAF1A",172903,7969,1.997,1.17e-08,0.0105550263,19,4402659,"cg22305516",19,4391533,1,-11126
"138296","CHAF1B",224612,10759,-5.776,2.38e-08,0.0214709082,21,37757688,"cg23322242",21,37802565,1,44877
"138299","CHAF1B",224624,10759,3.065,4.56e-08,0.0411375384,21,37757688,"cg23808704",21,37853496,1,95808
"138300","CHAF1B",224625,10759,2.991,4.27e-08,0.0385213353,21,37757688,"cg16865442",21,37853516,1,95828
"141629","CHN2",318765,14757,-3.319,2.37e-12,2.13806943e-06,7,29234120,"cg21472642",7,29233468,1,-652
"141630","CHN2",318766,14757,-3.52,1.17e-13,1.05550263e-07,7,29234120,"cg22747501",7,29233476,1,-644
"141631","CHN2",318776,14757,-6.99,4.16e-08,0.0375289824,7,29234120,"cg20304988",7,29237766,1,3646
"142141","CHRD",250210,12143,-3.788,5.34e-12,4.81742226e-06,3,184097860,"cg11819637",3,184095505,1,-2355
"142142","CHRD",250213,12143,-5.637,1.26e-09,0.00113669514,3,184097860,"cg22957206",3,184096500,1,-1360
"142144","CHRD",250211,12143,-3.841,4.16e-14,3.75289824e-08,3,184097860,"cg09736922",3,184095976,1,-1884
"142145","CHRD",250209,12143,-6.465,1.09e-10,9.8333151e-05,3,184097860,"cg16469223",3,184095245,1,-2615
"142146","CHRD",250212,12143,-5.679,4.32e-09,0.00389724048,3,184097860,"cg08032525",3,184096413,1,-1447
"143344","CHST6",138889,6448,-16.278,1.46e-08,0.0131712294,16,75507021,"cg04384234",16,75411784,-1,95237
"144452","CIDEB",105257,4870,8.159,5.89e-10,0.000531359871,14,24774392,"cg15346168",14,24836194,-1,-61802
"144454","CIDEB",105262,4870,8.919,3.63e-11,3.27476457e-05,14,24774392,"cg07162820",14,24837146,-1,-62754
"144455","CIDEB",105253,4870,4.927,6.6e-09,0.0059541174,14,24774392,"cg14058476",14,24835609,-1,-61217
"144456","CIDEB",105258,4870,8.236,1.89e-14,1.70504271e-08,14,24774392,"cg26705574",14,24836219,-1,-61827
"144457","CIDEB",105259,4870,6.609,7.1e-09,0.0064051869,14,24774392,"cg13536265",14,24836539,-1,-62147
"144458","CIDEB",105186,4870,-5.399,4.77e-10,0.000430320303,14,24774392,"cg07182753",14,24776700,-1,-2308
"145753","CKS1B",23576,1152,-2.612,1.3e-11,1.1727807e-05,1,154947117,"cg12473916",1,154943651,1,-3466
"145792","CKS1B",23577,1152,-2.926,2.75e-08,0.0248088225,1,154947117,"cg16254756",1,154943676,1,-3441
"148167","CLIC1",294385,13970,-5.433,9.47e-09,0.00854325633,6,31698357,"cg17069739",6,31703188,-1,-4831
"148223","CLIC1",294529,13970,2.995,6.31e-13,5.69249709e-07,6,31698357,"cg02864535",6,31747053,-1,-48696
"148278","CLIC1",293963,13970,3.68,5.23e-12,4.71818697e-06,6,31698357,"cg17634401",6,31622439,-1,75918
"148298","CLIC1",293873,13970,2.759,5.6e-09,0.0050519784,6,31698357,"cg15497818",6,31603011,-1,95346
"148455","CLIC1",294386,13970,-6.857,9.94e-11,8.96726166e-05,6,31698357,"cg23425079",6,31703503,-1,-5146
"148485","CLIC1",294381,13970,-2.268,3.78e-12,3.41008542e-06,6,31698357,"cg09887589",6,31702785,-1,-4428
"148499","CLIC1",293870,13970,2.482,3.37e-08,0.0304020843,6,31698357,"cg12484352",6,31602834,-1,95523
"148578","CLIC1",294548,13970,11.085,4.25e-08,0.0383409075,6,31698357,"cg25124816",6,31750141,-1,-51784
"148620","CLIC1",294526,13970,3.405,1.2e-12,1.0825668e-06,6,31698357,"cg26643537",6,31747023,-1,-48666
